PROBE_ID,GENE NAME
ILMN_1767020,DENND1C
ILMN_1767032,DDI1
ILMN_1767037,PF4
ILMN_1767068,SMAD6
ILMN_1767070,VN1R5
ILMN_1767076,ZC3HAV1L
ILMN_1767090,MYH13
ILMN_1767103,C11orf63
ILMN_1767111,TMEM16K
ILMN_1767113,AOX1
ILMN_1767123,NDUFA2
ILMN_1767129,ABCC8
ILMN_1767135,SOS1
ILMN_1767139,NDUFA13
ILMN_1767141,OR9I1
ILMN_1767142,SUHW4
ILMN_1767144,ZNF767
ILMN_1767145,HTR2C
ILMN_1767154,TMEM16C
ILMN_1767176,PDE9A
ILMN_1767177,CX62
ILMN_1767182,CMIP
ILMN_1767193,CR1
ILMN_1767219,POLR1C
ILMN_1767225,NOD1
ILMN_1767230,C1orf125
ILMN_1767233,EDA2R
ILMN_1767244,OR13A1
ILMN_1767253,RRP12
ILMN_1767256,MBTPS1
ILMN_1767260,CCDC138
ILMN_1767281,PPBP
ILMN_1767289,NPAS4
ILMN_1767310,CXorf20
ILMN_1767320,MAPK1
ILMN_1767322,EDAR
ILMN_1767324,EIF4EBP1
ILMN_1767342,EPHA5
ILMN_1767343,LOC126147
ILMN_1767349,ABCB4
ILMN_1767351,AR
ILMN_1767360,IL10RB
ILMN_1767362,ADAMTS6
ILMN_1767365,PAK1
ILMN_1767388,AAA1
ILMN_1767393,GRIA3
ILMN_1767409,RPL13
ILMN_1767413,IL1RAPL2
ILMN_1767414,CDK3
ILMN_1767415,CES4
ILMN_1767422,POLR1D
ILMN_1767423,NOVA2
ILMN_1767433,TBC1D5
ILMN_1767441,FBXL14
ILMN_1767446,RNF150
ILMN_1767454,RNF111
ILMN_1767459,POLR3B
ILMN_1767470,SCPEP1
ILMN_1767474,HAO2
ILMN_1767475,CERK
ILMN_1767480,INPP4B
ILMN_1767481,XRCC6BP1
ILMN_1767508,TMPRSS4
ILMN_1767509,FLJ20186
ILMN_1767523,IL17RB
ILMN_1767541,CENTD1
ILMN_1767542,THAP10
ILMN_1767549,BLOC1S1
ILMN_1767556,C10orf10
ILMN_1767558,LRP5
ILMN_1767578,DEF6
ILMN_1767579,KRR1
ILMN_1767581,PTGER3
ILMN_1767601,C21orf94
ILMN_1767612,BBS2
ILMN_1767633,ROBO2
ILMN_1767642,C11orf46
ILMN_1767643,CTRB2
ILMN_1767649,PCDHGC5
ILMN_1767651,DKFZP434B0335
ILMN_1767657,MAT1A
ILMN_1767658,RRS1
ILMN_1767662,LASS6
ILMN_1767665,LOC493869
ILMN_1767666,SCN1B
ILMN_1767679,MCAT
ILMN_1767680,CARM1
ILMN_1767685,SERPINB7
ILMN_1767690,SENP8
ILMN_1767691,VPS25
ILMN_1767711,CASR
ILMN_1767717,SLC2A11
ILMN_1767722,AFTPH
ILMN_1767747,HDAC2
ILMN_1767754,TRIB1
ILMN_1767766,PRDX2
ILMN_1767768,LUC7L
ILMN_1767787,BTN2A2
ILMN_1767800,KDELR1
ILMN_1767801,SAMD10
ILMN_1767805,C21orf81
ILMN_1767809,LOC552891
ILMN_1767811,ZNF416
ILMN_1767816,APH1B
ILMN_1767827,GRK7
ILMN_1767828,C10orf120
ILMN_1767831,C9
ILMN_1767837,GOLT1B
ILMN_1767839,ZFP41
ILMN_1767842,SLC17A8
ILMN_1767848,PCMTD2
ILMN_1767892,DUSP12
ILMN_1767894,POLB
ILMN_1767900,LGI2
ILMN_1767934,PCSK5
ILMN_1767960,NSUN7
ILMN_1767969,SND1
ILMN_1767973,MADCAM1
ILMN_1767992,SLC12A6
ILMN_1768004,PDCD4
ILMN_1768007,C2orf57
ILMN_1768016,TNFRSF17
ILMN_1768020,NY-SAR-48
ILMN_1768029,AGPAT5
ILMN_1768031,DEDD2
ILMN_1768049,FOXP3
ILMN_1768050,SCOC
ILMN_1768052,FARP2
ILMN_1768055,GFER
ILMN_1768062,ADK
ILMN_1768064,OR52I2
ILMN_1768071,C2orf50
ILMN_1768076,ZC3H14
ILMN_1768077,C10orf61
ILMN_1768094,GLTP
ILMN_1768097,RPGR
ILMN_1768099,SCGB1C1
ILMN_1768101,HOXB6
ILMN_1768110,ZAK
ILMN_1768116,SMPDL3B
ILMN_1768117,RBM25
ILMN_1768120,C3orf48
ILMN_1768127,EBNA1BP2
ILMN_1768129,ZNF43
ILMN_1768150,EXOSC1
ILMN_1768161,OR8H3
ILMN_1768176,CXorf26
ILMN_1768181,TOR3A
ILMN_1768194,BIRC2
ILMN_1768195,C1orf64
ILMN_1768197,ROD1
ILMN_1768226,ARMCX6
ILMN_1768227,DCN
ILMN_1768248,FOXP1
ILMN_1768251,SLC25A26
ILMN_1768254,BTBD7
ILMN_1768260,GAS6
ILMN_1768268,PKIB
ILMN_1768273,POP1
ILMN_1768279,NME6
ILMN_1768282,SNX21
ILMN_1768284,P2RY8
ILMN_1768291,SPAG5
ILMN_1768293,NUP155
ILMN_1768301,ERG
ILMN_1768339,C10orf31
ILMN_1768357,RTN1
ILMN_1768363,BAP1
ILMN_1768391,ARL4C
ILMN_1768393,SNRPD1
ILMN_1768394,ARPC5
ILMN_1768399,ARFIP1
ILMN_1768425,TF
ILMN_1768427,UPK3B
ILMN_1768430,FLJ46156
ILMN_1768431,PRKCE
ILMN_1768433,CCDC71
ILMN_1768449,PRPSAP1
ILMN_1768454,WDR21C
ILMN_1768469,TCN1
ILMN_1768470,EIF4G1
ILMN_1768480,VGLL4
ILMN_1768482,CD8A
ILMN_1768483,KCNK3
ILMN_1768486,VPS41
ILMN_1768488,TERF2
ILMN_1768491,TBC1D25
ILMN_1768495,HSF2
ILMN_1768505,IL13RA1
ILMN_1768506,MAPK15
ILMN_1768510,MAN2B2
ILMN_1768511,KCNG4
ILMN_1768515,SEC22C
ILMN_1768533,CACNA2D1
ILMN_1768534,BHLHB2
ILMN_1768556,CASKIN2
ILMN_1768567,OR10S1
ILMN_1768575,SFTPD
ILMN_1768577,PCSK6
ILMN_1768580,BCL2L13
ILMN_1768585,CAST
ILMN_1768595,DLG4
ILMN_1768598,LAIR1
ILMN_1768610,AP1S3
ILMN_1768624,CETN1
ILMN_1768637,TNNI3
ILMN_1768640,CRNKL1
ILMN_1768646,FLJ32252
ILMN_1768662,UCK2
ILMN_1768684,C6orf68
ILMN_1768685,LOC92154
ILMN_1768705,SYT4
ILMN_1768712,NUDT8
ILMN_1768717,FANCE
ILMN_1768719,RDH11
ILMN_1768721,DPPA4
ILMN_1768732,SPAG16
ILMN_1768743,FIP1L1
ILMN_1768751,MTA3
ILMN_1768754,PILRB
ILMN_1768756,LOC284402
ILMN_1768758,CACNG3
ILMN_1768761,MYBPC3
ILMN_1768771,RAB32
ILMN_1768772,DEGS2
ILMN_1768773,EGLN2
ILMN_1768779,ARHGAP17
ILMN_1768782,PPIL1
ILMN_1768783,ATP11A
ILMN_1768784,PSMC2
ILMN_1768793,UTF1
ILMN_1768795,RNF113B
ILMN_1768798,SPAG9
ILMN_1768809,ZNF134
ILMN_1768812,FXYD6
ILMN_1768814,KLHL6
ILMN_1768815,TCEA2
ILMN_1768816,TMPO
ILMN_1768818,LRRC46
ILMN_1768819,KIR3DX1
ILMN_1768820,CYP11A1
ILMN_1768845,DNAJB8
ILMN_1768850,LOC153561
ILMN_1768855,C15orf37
ILMN_1768856,CHAT
ILMN_1768867,AP3B1
ILMN_1768870,CAPZA2
ILMN_1768877,CCDC7
ILMN_1768894,OR8G1
ILMN_1768900,IL28B
ILMN_1768913,TSN
ILMN_1768919,FLJ35880
ILMN_1768925,C1QTNF3
ILMN_1768930,U2AF2
ILMN_1768940,COL15A1
ILMN_1768947,MOBP
ILMN_1768951,KIAA1377
ILMN_1768952,FCAR
ILMN_1768953,SDC1
ILMN_1768954,RIBC1
ILMN_1768958,RASGRP1
ILMN_1768960,ATG4A
ILMN_1768962,AKAP8L
ILMN_1768973,HIST2H2AC
ILMN_1768975,GLIPR1L1
ILMN_1768979,C20orf173
ILMN_1768980,ST8SIA4
ILMN_1768994,BAGE
ILMN_1769011,C8orf79
ILMN_1769013,ASGR1
ILMN_1769014,GTPBP5
ILMN_1769018,PCSK4
ILMN_1769027,CDC42SE1
ILMN_1769031,FRAP1
ILMN_1769032,GLYATL1
ILMN_1769040,NCOA2
ILMN_1769071,XKRX
ILMN_1769082,TXNDC5
ILMN_1769083,GSTA3
ILMN_1769091,PRCP
ILMN_1769092,C1orf78
ILMN_1769099,ZNF253
ILMN_1769103,MAFG
ILMN_1769104,ZCCHC10
ILMN_1769107,TMEM86B
ILMN_1769112,C2orf58
ILMN_1769116,LCN12
ILMN_1769118,SEPT9
ILMN_1769127,WIT1
ILMN_1769129,CCL19
ILMN_1769140,KIAA1958
ILMN_1769143,KCNE2
ILMN_1769144,YIPF7
ILMN_1769150,THAP5
ILMN_1769155,CYP2C8
ILMN_1769157,MEGF8
ILMN_1769158,ISOC2
ILMN_1769168,ARL10
ILMN_1769186,CBFB
ILMN_1769191,GNAS
ILMN_1769195,ERC2
ILMN_1769201,ELF3
ILMN_1769207,KCTD7
ILMN_1769219,TPSG1
ILMN_1769226,SEPW1
ILMN_1769229,BCL2A1
ILMN_1769234,FRMD6
ILMN_1769245,GLIPR1
ILMN_1769246,BTN3A1
ILMN_1769250,ZNF289
ILMN_1769264,MCCC2
ILMN_1769280,SPRY1
ILMN_1769290,C9orf52
ILMN_1769299,MTMR11
ILMN_1769306,SLMO1
ILMN_1769316,UMODL1
ILMN_1769343,C6orf108
ILMN_1769358,NPBWR2
ILMN_1769369,ELAVL2
ILMN_1769374,OR2M2
ILMN_1769382,KBTBD3
ILMN_1769383,GIMAP5
ILMN_1769384,KRT35
ILMN_1769385,LHX9
ILMN_1769388,GJB2
ILMN_1769390,LOC116236
ILMN_1769394,PLCD1
ILMN_1769403,DNAJC5B
ILMN_1769409,C9orf123
ILMN_1769412,RAPGEF1
ILMN_1769416,TTN
ILMN_1769433,IQGAP2
ILMN_1769449,LOC153364
ILMN_1769453,PIH1D2
ILMN_1769458,SPIN2B
ILMN_1769471,C21orf58
ILMN_1769473,SETD2
ILMN_1769492,CACNG2
ILMN_1769498,CRYBA2
ILMN_1769502,UBE2C
ILMN_1769503,ZNRF2
ILMN_1769508,PIGX
ILMN_1769517,PRKDC
ILMN_1769520,UBE2L6
ILMN_1769538,C9orf139
ILMN_1769540,FLJ43276
ILMN_1769546,RIN2
ILMN_1769547,DIO1
ILMN_1769550,SLFN5
ILMN_1769556,C5orf23
ILMN_1769559,GLIPR1L2
ILMN_1769566,ATG3
ILMN_1769575,JAM3
ILMN_1769580,PRSS35
ILMN_1769589,OR1L4
ILMN_1769601,MGC16169
ILMN_1769606,PIWIL4
ILMN_1769612,DKFZp666G057
ILMN_1769615,FLRT2
ILMN_1769633,CTSO
ILMN_1769634,STRA13
ILMN_1769637,RNMT
ILMN_1769658,LYSMD4
ILMN_1769665,RAB5C
ILMN_1769673,ZNF655
ILMN_1769684,LCE1E
ILMN_1769694,ACCN2
ILMN_1769702,GPAA1
ILMN_1769703,LOC440888
ILMN_1769705,LOC440093
ILMN_1769720,STAU2
ILMN_1769721,SP6
ILMN_1769730,FKSG83
ILMN_1769734,NT5C3
ILMN_1769741,SNORA7A
ILMN_1769751,PIGG
ILMN_1769753,HBB
ILMN_1769755,CAPN10
ILMN_1769757,C14orf104
ILMN_1769758,FANCA
ILMN_1769759,SERPINB13
ILMN_1769764,ANKRD55
ILMN_1769769,CDKL4
ILMN_1769771,LOC389816
ILMN_1769779,PTP4A3
ILMN_1769782,LAX1
ILMN_1769783,ZDHHC2
ILMN_1769787,SELO
ILMN_1769789,C6orf142
ILMN_1769810,ARL6IP5
ILMN_1769822,PLAA
ILMN_1769839,L1TD1
ILMN_1769849,HORMAD1
ILMN_1769859,PCDHB9
ILMN_1769869,PIP5K1A
ILMN_1769876,TBC1D2
ILMN_1769883,IDE
ILMN_1769886,SIRPD
ILMN_1769891,CDH4
ILMN_1769895,CCR2
ILMN_1769902,HSPBP1
ILMN_1769910,ULBP3
ILMN_1769911,SLC38A1
ILMN_1769912,OR4K14
ILMN_1769918,APBB1
ILMN_1769925,NLF1
ILMN_1769926,DBN1
ILMN_1769931,SFPQ
ILMN_1769941,UBE2F
ILMN_1769960,GPS1
ILMN_1769961,DPF1
ILMN_1769988,IFNA10
ILMN_1769993,LCN9
ILMN_1769996,MUM1L1
ILMN_1769997,NFATC1
ILMN_1770004,CHIT1
ILMN_1770005,PTPN18
ILMN_1770014,KCNQ4
ILMN_1770015,KRT33B
ILMN_1770020,PPIL3
ILMN_1770031,ABHD10
ILMN_1770035,NCOA5
ILMN_1770038,LAMA1
ILMN_1770044,CHRNA5
ILMN_1770048,DPH5
ILMN_1770051,FAM73A
ILMN_1770052,ATP2A1
ILMN_1770053,RBBP7
ILMN_1770055,LOC389634
ILMN_1770064,RP13-15M17.2
ILMN_1770065,FLJ44290
ILMN_1770070,LANCL3
ILMN_1770084,TACC1
ILMN_1770085,BTG2
ILMN_1770087,MOCS2
ILMN_1770102,FLJ21687
ILMN_1770113,FABP2
ILMN_1770119,MLLT10
ILMN_1770127,DNAJA2
ILMN_1770128,LOC285016
ILMN_1770130,C10orf113
ILMN_1770141,TADA3L
ILMN_1770149,AKAP12
ILMN_1770152,ADAMTS18
ILMN_1770161,BST1
ILMN_1770172,ZNF669
ILMN_1770203,TUBGCP6
ILMN_1770206,GEMIN4
ILMN_1770209,LY6G5C
ILMN_1770224,PDLIM5
ILMN_1770227,VAPA
ILMN_1770228,KRT34
ILMN_1770244,CBX1
ILMN_1770245,EPB41L5
ILMN_1770247,HOXA10
ILMN_1770248,PDLIM2
ILMN_1770260,NFKBIZ
ILMN_1770266,ZNF354B
ILMN_1770281,ERC1
ILMN_1770290,CNN2
ILMN_1770293,KLF5
ILMN_1770299,RAB11FIP1
ILMN_1770306,OR51B2
ILMN_1770307,NTRK1
ILMN_1770321,FAM76A
ILMN_1770329,RABGGTA
ILMN_1770336,AGRP
ILMN_1770338,TM4SF1
ILMN_1770339,RPAIN
ILMN_1770344,INE1
ILMN_1770356,POLRMT
ILMN_1770368,FXR2
ILMN_1770378,ANAPC10
ILMN_1770383,KCNS3
ILMN_1770385,FLJ46838
ILMN_1770387,TMPRSS9
ILMN_1770399,C10orf107
ILMN_1770400,LOC201181
ILMN_1770412,AHCYL1
ILMN_1770421,BCAM
ILMN_1770424,DEFA5
ILMN_1770425,CDIPT
ILMN_1770433,PIK3CG
ILMN_1770442,OR52N1
ILMN_1770444,SMA5
ILMN_1770454,AGRN
ILMN_1770466,ATP5G3
ILMN_1770467,GAGE7
ILMN_1770479,LMO7
ILMN_1770484,FBXW7
ILMN_1770493,CCDC37
ILMN_1770502,DQX1
ILMN_1770505,BIK
ILMN_1770515,UBE2V2
ILMN_1770537,NGFRAP1
ILMN_1770548,CLASP2
ILMN_1770553,MORF4
ILMN_1770558,PIWIL2
ILMN_1770576,FLJ43505
ILMN_1770579,ATG16L1
ILMN_1770589,NDUFB4
ILMN_1770591,RHCE
ILMN_1770610,MERTK
ILMN_1770612,KRT15
ILMN_1770623,FAM58A
ILMN_1770629,SLC17A7
ILMN_1770634,ZNF665
ILMN_1770641,KLHL3
ILMN_1770649,WDR74
ILMN_1770650,ZNF2
ILMN_1770653,MAL2
ILMN_1770663,KRT24
ILMN_1770665,HERC4
ILMN_1770667,HECA
ILMN_1770673,AKNA
ILMN_1770675,GLP2R
ILMN_1770676,CAPRIN1
ILMN_1770678,CBX2
ILMN_1770682,TEP1
ILMN_1770690,CDKL3
ILMN_1770692,WDR12
ILMN_1770693,VSIG9
ILMN_1770701,OR52H1
ILMN_1770709,BTNL8
ILMN_1770719,KIAA0664
ILMN_1770732,COPS3
ILMN_1770733,RIC8A
ILMN_1770742,TMEM55B
ILMN_1770758,AKAP6
ILMN_1770765,MGC52282
ILMN_1770768,SLAMF1
ILMN_1770772,CMA1
ILMN_1770787,DDAH2
ILMN_1770788,TCEAL4
ILMN_1770795,LOC440558
ILMN_1770800,PODN
ILMN_1770803,BNIP2
ILMN_1770811,PELO
ILMN_1770817,CAPNS1
ILMN_1770824,ARHGAP4
ILMN_1770848,SFXN4
ILMN_1770850,PNMA1
ILMN_1770855,SLC39A7
ILMN_1770856,TMIGD2
ILMN_1770857,SYT2
ILMN_1770865,TRIM46
ILMN_1770885,COX17
ILMN_1770892,YY1
ILMN_1770905,SHC3
ILMN_1770922,TMEM45A
ILMN_1770927,KIAA1026
ILMN_1770936,COQ5
ILMN_1770938,PAK7
ILMN_1770955,TREX1
ILMN_1770963,NAALADL1
ILMN_1770977,TMEM134
ILMN_1770978,TMEM83
ILMN_1770986,NBL1
ILMN_1770987,SLC8A3
ILMN_1771003,C14orf94
ILMN_1771012,C18orf20
ILMN_1771019,MTMR4
ILMN_1771026,GARS
ILMN_1771030,MMP13
ILMN_1771039,GTSE1
ILMN_1771043,CBFA2T3
ILMN_1771057,XAB2
ILMN_1771058,VAX1
ILMN_1771060,SNRPD2
ILMN_1771061,BRD4
ILMN_1771066,PCDHB16
ILMN_1771081,AMBP
ILMN_1771084,ACSM3
ILMN_1771093,ZNF414
ILMN_1771103,LOC731548
ILMN_1771113,DLX4
ILMN_1771118,SLCO1B1
ILMN_1771120,TMEM45B
ILMN_1771135,ZKSCAN2
ILMN_1771139,FBXO31
ILMN_1771148,CNTN4
ILMN_1771149,MRPL19
ILMN_1771174,KRTAP10-1
ILMN_1771179,CYB561
ILMN_1771185,EME2
ILMN_1771201,TNRC6B
ILMN_1771203,SMAD2
ILMN_1771204,CDK2AP1
ILMN_1771209,OR2T8
ILMN_1771218,KRTAP6-1
ILMN_1771223,PADI2
ILMN_1771224,C18orf24
ILMN_1771233,CHMP4B
ILMN_1771239,ALS2CR11
ILMN_1771258,ECE2
ILMN_1771260,B3GNT4
ILMN_1771261,SYNC1
ILMN_1771264,ELL3
ILMN_1771266,WBSCR16
ILMN_1771268,BICD2
ILMN_1771291,LOC653606
ILMN_1771308,BAAT
ILMN_1771317,SLC17A5
ILMN_1771320,FLJ38717
ILMN_1771332,CEPT1
ILMN_1771333,CD47
ILMN_1771334,EML5
ILMN_1771348,ACN9
ILMN_1771376,PEA15
ILMN_1771385,GBP4
ILMN_1771390,UBXD5
ILMN_1771393,C3orf23
ILMN_1771396,ULBP2
ILMN_1771397,SSX9
ILMN_1771411,ALG6
ILMN_1771447,LOC401898
ILMN_1771467,TMIGD1
ILMN_1771482,KIAA1324
ILMN_1771488,OR12D2
ILMN_1771494,LOC441108
ILMN_1771509,SLC36A3
ILMN_1771523,PRKACB
ILMN_1771538,PSCA
ILMN_1771544,FMO9P
ILMN_1771558,MCM4
ILMN_1771560,LOC652720
ILMN_1771586,NOC3L
ILMN_1771593,RRM1
ILMN_1771599,PLOD2
ILMN_1771600,THAP7
ILMN_1771601,UFSP1
ILMN_1771618,FLJ37396
ILMN_1771620,SNRPB2
ILMN_1771622,DRD1IP
ILMN_1771627,ZMIZ1
ILMN_1771637,PPM1G
ILMN_1771651,MON1B
ILMN_1771652,BAIAP2L2
ILMN_1771664,CLEC4E
ILMN_1771689,EXDL2
ILMN_1771695,RCBTB2
ILMN_1771696,FLJ39660
ILMN_1771697,VRK3
ILMN_1771728,PXMP4
ILMN_1771732,AS3MT
ILMN_1771734,LOC728564
ILMN_1771738,ARL5A
ILMN_1771746,C6orf165
ILMN_1771791,C1orf9
ILMN_1771799,ZNF708
ILMN_1771800,PRKCA
ILMN_1771801,SIRPG
ILMN_1771805,ELK4
ILMN_1771808,PABPC5
ILMN_1771815,C20orf43
ILMN_1771822,ARL6
ILMN_1771824,WBSCR18
ILMN_1771827,AIF1
ILMN_1771831,ISYNA1
ILMN_1771835,NUP54
ILMN_1771841,FOSL1
ILMN_1771852,ZNF575
ILMN_1771862,TXNDC11
ILMN_1771884,ZNF45
ILMN_1771903,NUP37
ILMN_1771921,HSCB
ILMN_1771957,MAN1B1
ILMN_1771959,FAM130A2
ILMN_1771964,GSTA4
ILMN_1771966,BCCIP
ILMN_1771970,ALDOB
ILMN_1771987,SLC44A2
ILMN_1772034,BRAP
ILMN_1772036,STEAP4
ILMN_1772055,VARS
ILMN_1772064,LOC54103
ILMN_1772072,GMPPB
ILMN_1772073,OR2F2
ILMN_1772074,C19orf51
ILMN_1772081,MGC70863
ILMN_1772091,TAS2R49
ILMN_1772113,U2AF1
ILMN_1772118,PDIA4
ILMN_1772123,ACACA
ILMN_1772124,ATRN
ILMN_1772131,IL1R2
ILMN_1772132,ATP5B
ILMN_1772148,SULT1C4
ILMN_1772155,ZNF536
ILMN_1772156,TXNDC4
ILMN_1772163,PRKY
ILMN_1772165,NPAT
ILMN_1772177,ASCC3
ILMN_1772179,OR2G2
ILMN_1772189,ABCD1
ILMN_1772190,OR5M9
ILMN_1772206,CYP3A4
ILMN_1772208,CCDC88B
ILMN_1772214,CRYBA1
ILMN_1772216,RBM10
ILMN_1772218,HLA-DPA1
ILMN_1772224,KCNJ5
ILMN_1772233,CENTD2
ILMN_1772239,LOC400406
ILMN_1772240,C6orf79
ILMN_1772241,SQLE
ILMN_1772242,TRPC5
ILMN_1772253,PHF12
ILMN_1772261,GLG1
ILMN_1772278,TANC1
ILMN_1772286,OCIAD2
ILMN_1772289,CHI3L1
ILMN_1772302,MTHFS
ILMN_1772312,BARX1
ILMN_1772315,GPR110
ILMN_1772316,UNC84A
ILMN_1772328,FABP1
ILMN_1772329,LRRFIP2
ILMN_1772351,NR4A1
ILMN_1772359,LAPTM5
ILMN_1772366,MAP1A
ILMN_1772369,PDHA1
ILMN_1772370,ARHGEF1
ILMN_1772383,KIAA1754L
ILMN_1772387,TLR2
ILMN_1772405,CNGB1
ILMN_1772409,FAHD2A
ILMN_1772410,SON
ILMN_1772446,C12orf34
ILMN_1772454,CALN1
ILMN_1772455,HDAC3
ILMN_1772458,SPAG6
ILMN_1772459,RPS23
ILMN_1772466,SH2D3A
ILMN_1772482,SLC6A10P
ILMN_1772483,RGS3
ILMN_1772486,ELF2
ILMN_1772487,SFRS14
ILMN_1772489,SDCCAG1
ILMN_1772492,MCART1
ILMN_1772513,GPR112
ILMN_1772514,TMEM132E
ILMN_1772521,MTHFD1L
ILMN_1772522,ZFP161
ILMN_1772523,TAAR8
ILMN_1772527,C12orf44
ILMN_1772537,SCTR
ILMN_1772540,ASCIZ
ILMN_1772575,C21orf69
ILMN_1772582,POTE15
ILMN_1772588,C6orf97
ILMN_1772605,FRS3
ILMN_1772612,ANGPTL2
ILMN_1772614,TCF12
ILMN_1772627,D4S234E
ILMN_1772635,C11orf49
ILMN_1772644,EML3
ILMN_1772645,AGK
ILMN_1772651,CNOT2
ILMN_1772660,ANKRD53
ILMN_1772667,P2RY1
ILMN_1772674,IL21
ILMN_1772677,CNOT4
ILMN_1772686,FGD3
ILMN_1772689,TRIM14
ILMN_1772690,OGFOD1
ILMN_1772692,DICER1
ILMN_1772697,KREMEN1
ILMN_1772700,TMEM18
ILMN_1772702,SFRS2B
ILMN_1772703,OTUD6B
ILMN_1772705,LOC504188
ILMN_1772706,C10orf32
ILMN_1772713,BMS1
ILMN_1772719,XAB1
ILMN_1772722,MRPS33
ILMN_1772727,GPR75
ILMN_1772731,HAGH
ILMN_1772739,LOC143188
ILMN_1772743,PIGK
ILMN_1772762,ELAVL4
ILMN_1772768,PSG7
ILMN_1772780,TCP11L2
ILMN_1772786,C20orf23
ILMN_1772789,FGF21
ILMN_1772790,C1orf161
ILMN_1772796,DYNLL2
ILMN_1772798,ARPP-19
ILMN_1772809,SLC4A1
ILMN_1772814,NLK
ILMN_1772817,MAP3K7IP1
ILMN_1772824,WNT5B
ILMN_1772833,GPR4
ILMN_1772835,COL25A1
ILMN_1772873,CPLX2
ILMN_1772876,ZNF395
ILMN_1772880,UTP11L
ILMN_1772882,OR2T1
ILMN_1772894,TMEM27
ILMN_1772910,GAS1
ILMN_1772925,UBE2NL
ILMN_1772929,ATP5J
ILMN_1772946,STRN3
ILMN_1772957,FOXRED2
ILMN_1772958,MAP1LC3A
ILMN_1772959,PDCD7
ILMN_1772964,CCL8
ILMN_1772976,BTNL9
ILMN_1772979,TNK2
ILMN_1772981,EPN1
ILMN_1772988,IPO4
ILMN_1772991,CSGlcA-T
ILMN_1773002,LOC730417
ILMN_1773006,FABP4
ILMN_1773018,CUEDC2
ILMN_1773031,TAPBP
ILMN_1773042,SGEF
ILMN_1773048,EFHA2
ILMN_1773059,GPR124
ILMN_1773060,CCDC63
ILMN_1773063,OSBPL1A
ILMN_1773066,CDKN2AIP
ILMN_1773073,PHYH
ILMN_1773079,COL3A1
ILMN_1773080,OAZ1
ILMN_1773082,CYP21A2
ILMN_1773095,LOC283755
ILMN_1773109,BAI2
ILMN_1773113,CNTF
ILMN_1773114,GRIK1
ILMN_1773117,BCOR
ILMN_1773125,ENTPD1
ILMN_1773126,FANK1
ILMN_1773148,C11orf61
ILMN_1773154,NFKBIA
ILMN_1773156,MRGPRX1
ILMN_1773168,SYCE1
ILMN_1773200,CP110
ILMN_1773204,CYSLTR2
ILMN_1773210,DRD1
ILMN_1773228,DLST
ILMN_1773238,XCR1
ILMN_1773243,ASAH3
ILMN_1773245,CCL3L1
ILMN_1773247,ZNF410
ILMN_1773262,ESM1
ILMN_1773271,SCN7A
ILMN_1773278,OR8D4
ILMN_1773284,IL1F5
ILMN_1773289,RFX4
ILMN_1773307,NAP1L5
ILMN_1773310,FUT5
ILMN_1773312,INADL
ILMN_1773313,USMG5
ILMN_1773333,TMCO2
ILMN_1773337,DKK1
ILMN_1773340,NKPD1
ILMN_1773342,MYO1E
ILMN_1773347,CARD14
ILMN_1773348,DRD4
ILMN_1773352,CCL5
ILMN_1773380,UNC13D
ILMN_1773383,FLJ33706
ILMN_1773388,C13orf18
ILMN_1773389,PLTP
ILMN_1773395,RDH5
ILMN_1773407,C16orf72
ILMN_1773419,MCRS1
ILMN_1773427,ANKRD15
ILMN_1773459,SOX11
ILMN_1773470,ST5
ILMN_1773485,QKI
ILMN_1773493,TIMM23
ILMN_1773496,THOC5
ILMN_1773497,C10orf49
ILMN_1773505,USP4
ILMN_1773546,MRGPRX3
ILMN_1773561,RAP2C
ILMN_1773563,TGFB1I1
ILMN_1773567,LAMA5
ILMN_1773576,CPNE3
ILMN_1773586,SLC17A2
ILMN_1773613,POU2F3
ILMN_1773620,SMARCC2
ILMN_1773643,FLJ90709
ILMN_1773645,GMPPB
ILMN_1773650,LRRN3
ILMN_1773664,TIMP3
ILMN_1773666,KCNIP4
ILMN_1773680,C14orf39
ILMN_1773695,C17orf76
ILMN_1773696,RGMB
ILMN_1773735,FLJ44635
ILMN_1773741,GOLGA5
ILMN_1773742,DNAJB9
ILMN_1773751,HRAS
ILMN_1773757,SLC26A8
ILMN_1773760,PAICS
ILMN_1773763,MTA2
ILMN_1773780,C16orf24
ILMN_1773789,CRISP1
ILMN_1773809,FOXP4
ILMN_1773814,MUSTN1
ILMN_1773847,DYNC1I2
ILMN_1773848,C15orf32
ILMN_1773849,ATP6V0C
ILMN_1773850,FXC1
ILMN_1773855,CPT1C
ILMN_1773865,HSPA5
ILMN_1773881,HNRPCL1
ILMN_1773885,DMAP1
ILMN_1773886,MED21
ILMN_1773901,STX12
ILMN_1773906,NCOA4
ILMN_1773914,POU6F2
ILMN_1773925,BCL2L14
ILMN_1773935,TMEM165
ILMN_1773940,GPR161
ILMN_1773959,ST6GALNAC5
ILMN_1773963,GNA15
ILMN_1773964,H1FX
ILMN_1773968,SERBP1
ILMN_1773992,CCRL1
ILMN_1773997,BNIPL
ILMN_1774005,ZIC1
ILMN_1774028,MTFR1
ILMN_1774062,SLC25A5
ILMN_1774063,EDEM3
ILMN_1774071,CD177
ILMN_1774074,RXRB
ILMN_1774077,GBP2
ILMN_1774079,NUDC
